"track_name","artist_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Better Alone","Benson Boone","0qCcqa0gYjW8rerrC10yun",0.504,0.47,7,-6.105,1,0.0383,0.49,0,0.101,0.184,126.039,209895,4
"MEAN!","Madeline The Person","0KQRhak4Irr2CKxgQ9U6ay",0.502,0.416,7,-9.504,1,0.433,0.912,0,0.0934,0.433,175.191,143960,3
"monsters","Camylio","6cQ8IRL1UQR11v4wD4wjo8",0.546,0.599,11,-7.231,1,0.0484,0.322,0,0.158,0.379,78.037,173733,4
"190","Hugo Basclain","3Yl5Lbx1PC7UdVJFAIG342",0.542,0.586,5,-7.916,1,0.0403,0.231,0,0.0887,0.303,127.884,211253,4
"Superspreader","Ber","7FaIUgTqeTJuoCJRDVsrK9",0.647,0.368,5,-10.755,1,0.0393,0.709,4.75e-06,0.13,0.53,124.979,200707,4
"One Step Back","Jack Gray","0PbcYz8RagS1XubUiECkSr",0.545,0.582,4,-6.209,1,0.0302,0.435,0,0.094,0.487,140.08,214268,4
"Drunk Crier","Rachel Bochner","4wFg10eSPhxvxxJZUnYS2r",0.643,0.426,6,-10.222,1,0.0977,0.22,0,0.0871,0.488,147.141,183855,4
"In Your Arms","Blake Rose","7wvzAosZd42KdvkATrDxP0",0.345,0.482,2,-7.929,1,0.0471,0.408,0,0.113,0.0777,87.85,210289,4
"i miss myself","renforshort","1ySWbdFs3026uRQCixRLqI",0.426,0.404,7,-7.338,1,0.0322,0.135,0.000631,0.103,0.125,149.739,222400,4
"Yours","Conan Gray","7BpqydHSxMviDR0DNTne6J",0.523,0.302,2,-8.868,1,0.035,0.848,0,0.127,0.172,130.47,204968,4
"Emotionless","Ashley Kutcher","4mJ0rQth1WbwdVl4zgnFqs",0.38,0.469,11,-8.088,1,0.152,0.0827,0,0.343,0.251,181.71,136480,3
"Inevitable","Maddie Zahm","4HFPqbaVJIc0uTB1QhCY8z",0.519,0.332,7,-6.684,1,0.0453,0.602,0,0.265,0.286,76.764,202067,4
"ALLERGIC","clide","6DP8InyxdyYChHb2tcV6ia",0.609,0.428,11,-7.796,1,0.0244,0.538,0,0.064,0.627,96.071,155200,4
"Butterflies","Abe Parker","6Xa2rrTpSLkpx887Y115mO",0.485,0.484,3,-7.036,1,0.0617,0.62,0,0.114,0.282,159.877,183938,3
"let's run away","Sarah Kang","1nwaAlh4hnKCCV9ZlijNDb",0.685,0.465,11,-7.526,0,0.0492,0.773,0,0.11,0.736,80.021,205094,4
"farewell","demxntia","7vyoiMAGGALqx7HaeCdOX6",0.613,0.504,1,-7.985,0,0.287,0.711,0.000121,0.133,0.133,169.918,93007,4
"easy","bixby","1Tsx0p2tR01ygNRbHx8NZA",0.638,0.808,6,-5.052,1,0.036,0.041,0,0.323,0.607,123.034,130732,4
"xx","The Millennial Club","3dUipZ8OPRaWetU85XsvDI",0.47,0.55,11,-6.399,1,0.0943,0.555,8.41e-05,0.227,0.216,89.648,202048,4
"cozy","Tony22","3veKU8AyUteh46qOKUlbJC",0.805,0.561,3,-7.972,0,0.0334,0.597,9.65e-05,0.0845,0.966,140.003,91335,4
"GUCCI BAG","MAX","08G63QA6FMXwaABEN6syRb",0.871,0.455,1,-12.451,1,0.108,0.396,0.267,0.0873,0.603,93.03,134194,4
"You Ain't Gotta","Hojean","0N6riUJzJk3qjFRD54jNbS",0.8,0.616,11,-2.012,0,0.0408,0.181,0.00057,0.181,0.85,87.029,159741,4
"Too Many Tears","88rising","0Ko21U3NgFGiUL73N89kbv",0.711,0.817,0,-6.408,1,0.0805,0.458,9.49e-05,0.112,0.61,113.01,155038,4
"Myself","Post Malone","2cvOfKHOHgwQlLiuLKP2xR",0.476,0.701,0,-4.234,1,0.0349,0.102,0,0.242,0.405,163.882,158120,4
"Stoked","Weston Estate","6nef0wHkelfKqNVHAtzJbR",0.778,0.642,10,-6.435,1,0.137,0.149,0,0.106,0.786,133.04,189329,4
"Waiting For Never","Post Malone","753lkDSNs2u188xbl8Vrnx",0.593,0.834,10,-3.738,1,0.0424,0.115,0,0.191,0.555,151.944,196987,4
"That’s Not How This Works (feat. Dan + Shay)","Charlie Puth","28a0aMV1OKoyNiCJuNsWrY",0.584,0.576,9,-4.557,1,0.0519,0.507,0,0.212,0.432,170.026,165620,4
"Concrete","Ben Kessler","7HGwpUzbvszA3q7pnokHkY",0.578,0.459,0,-9.926,1,0.127,0.381,0.0247,0.231,0.344,92.067,152051,4
"Bluffin","Hojean","0GQxMKSoz1JfGrwOgRt1ZO",0.649,0.602,7,-4.738,1,0.248,0.067,0.00623,0.0484,0.863,205.839,159126,4
"Bohemian Rhapsody","Queen","3z8h0TU7ReDPLIbEnYhWZb",0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031,354947,4
"Bohemian Rhapsody - Remastered 2011","Queen","4u7EnebtmKWzUH433cf5Qv",0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4
"Now I'm Here - Live At The Hammersmith Odeon","Queen","4ysz5yttr3rpRkvyVMLlRB",0.347,0.919,9,-7.39,1,0.139,0.142,0.00542,0.714,0.13,133.86,265981,4
"Crazy Little Thing Called Love","Queen","1F9NVicWfNQA5ki8WmEtk8",0.626,0.762,7,-6.846,1,0.0432,0.673,2.1e-06,0.325,0.766,76.793,163342,4
"Love Of My Life - Live At Rock In Rio","Queen","6Am82YdURCRXRvoVUObzzG",0.228,0.563,2,-11.962,1,0.0953,0.807,8.63e-06,0.809,0.0713,111.7,268703,5
"We Will Rock You - Movie Mix","Queen","2t8UoPFVXCRZulscbwv0QL",0.64,0.593,11,-6.24,0,0.121,0.117,1.21e-06,0.78,0.407,81.402,129093,4
"Another One Bites The Dust","Queen","2k1yPYf9WGA4LiqcLVwtzn",0.928,0.526,5,-6.486,0,0.161,0.0969,0.263,0.153,0.753,109.958,214640,4
"I Want To Break Free","Queen","7iAqvWLgZzXvH38lA06QZg",0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,223080,4
"Under Pressure","Queen","6suU8oBlW4O2pg88tOXgHo",0.672,0.699,2,-7.831,1,0.0475,0.395,0,0.094,0.46,113.737,244485,4
"Who Wants To Live Forever","Queen","77X4MKKCVpGSHsaErgCLzT",0.18,0.371,4,-9.033,0,0.0332,0.583,0.00217,0.116,0.0388,139.671,314489,4
"Bohemian Rhapsody - Live Aid","Queen","7xHATAMD7ezTZGYsNAMr5R",0.379,0.781,0,-6.147,0,0.0417,0.315,0.000162,0.401,0.327,77.567,147840,4
"Radio Ga Ga - Live Aid","Queen","0YwBZKT8JE4U5TwmYE9BV9",0.406,0.934,5,-6.668,1,0.0845,0.0138,0,0.955,0.395,118.823,245680,4
"Ay-Oh - Live Aid","Queen","6Fl9MoM9BDk6vwbHqBBZeK",0.215,0.87,2,-10.92,1,0.351,0.881,0.112,0.976,0.462,144.877,41455,3
"Killer Queen","Queen","300YN8ebGB90nDuzgz0f3O",0.526,0.64,10,-6.374,1,0.0472,0.365,1.3e-06,0.0958,0.622,117.132,179356,4
"Love Of My Life - Remastered 2011","Queen","4YJUTdZ0Pgl0ZeNyHYXeLd",0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175,217387,4
"Haunted","George Alice","5W4ajZQRbMCZSaK7dQdymn",0.574,0.58,11,-9.333,1,0.0448,0.555,5.68e-05,0.131,0.432,136.086,213662,4
"Don't Stop Me Now - Remastered 2011","Queen","5T8EDUDqKcs6OSOwEsfqG7",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,4
"Breakthru - Remastered 2011","Queen","5Nuxdf0f5PpaeaPm4jrhiE",0.569,0.864,5,-5.697,1,0.0862,0.0614,0.00955,0.353,0.318,90.08,248387,4
"The Show Must Go On - Remastered 2011","Queen","5n6RDaGFSN88oRWuGtYAIN",0.426,0.687,11,-6.926,0,0.0329,0.409,0,0.112,0.189,84.141,277827,4
"We Are The Champions - Live Aid","Queen","4XaG9IpCXklOcuau1sIrUX",0.316,0.86,7,-5.038,0,0.0661,0.175,4.92e-05,0.902,0.195,100.888,237026,3
"Who Wants To Live Forever - Remastered 2011","Queen","3SGP8It5WDnCONyApJKRTJ",0.182,0.388,4,-8.672,0,0.0324,0.544,0.00134,0.114,0.0392,139.276,295333,4
"Save Me - Remastered 2011","Queen","1pBFEy8cz0Fq4Pru0c4awd",0.507,0.452,7,-6.8,1,0.0269,0.359,0,0.109,0.322,81.632,229920,3
"You Don't Fool Me - Remastered 2011","Queen","1chxAv59LZcOE5FyrlUze2",0.591,0.829,4,-6.499,0,0.036,0.101,8.63e-05,0.385,0.574,121.964,324853,4
"Hammer To Fall - Remastered 2011","Queen","4zguEJ2UaLe4zbEIDWqiVP",0.428,0.787,9,-4.998,1,0.0849,0.315,2.03e-05,0.124,0.523,128.582,218320,4
"We Are The Champions - Remastered 2011","Queen","1lCRw5FEZ1gPDNPzy1K4zW",0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,179200,4
"Killer Queen - Remastered 2011","Queen","4cIPLtg1avt2Jm3ne9S1zy",0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,179600,4
"Tie Your Mother Down - Remastered 2011","Queen","4mLKx7zsUdyT4Ax7rI7KXu",0.331,0.887,2,-5.588,1,0.0648,0.114,0.000103,0.367,0.196,135.035,287427,4
"Drunk Sleeping In Taxis","Valentina Ploy","6JsTJ7ScTRdqz2yotO5aNe",0.536,0.416,2,-10.664,1,0.0474,0.913,3.47e-05,0.115,0.193,126.782,213425,4
"If I Can Dream","Elvis Presley","3C6pSIVeBKIbSpCFtaw1r8",0.325,0.715,7,-7.744,1,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,191840,3
"Burning Love","Elvis Presley","7zMUCLm1TN9o9JlLISztxO",0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293,4
"In the Ghetto","Elvis Presley","7KWoeBqSdZHEloYKVxssfG",0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,167413,4
"Sweet Caroline - Live","Elvis Presley","6vG4oazWuYOaMnHyLJmOMe",0.401,0.488,11,-12.607,1,0.0534,0.537,5.77e-05,0.828,0.621,147.132,162560,4
"You'll Never Walk Alone","Elvis Presley","1t4ay4ixXd8YthFfyQhjWr",0.191,0.257,0,-15.065,1,0.032,0.97,0.313,0.115,0.212,78.436,163413,4
"A Kind Of Magic - Remastered 2011","Queen","5RYLa5P4qweEAKq5U1gdcK",0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,264253,4
"Crazy Little Thing Called Love - Remastered 2011","Queen","6xdLJrVj4vIXwhuG8TMopk",0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,163373,4
"Under Pressure - Remastered 2011","Queen","2fuCquhmrzHpu5xcA1ci9x",0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,248440,4
"We Will Rock You - Remastered 2011","Queen","4pbJqGIASGPr0ZpGpnWkDn",0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,122067,4
"Another One Bites The Dust - Remastered 2011","Queen","5vdp5UmvTsnMEMESIF2Ym7",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4
"I Want To Break Free - Single Remix","Queen","2AkmdLbVKS1steeZdy8H1l",0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.95,258013,4
"Somebody To Love - Remastered 2011","Queen","4rDbp1vnvEhieiccprPMdI",0.406,0.698,8,-7.024,1,0.0624,0.186,0,0.233,0.333,109.266,296480,3
"Radio Ga Ga - Remastered 2011","Queen","1nQRg9q9uwALGzouOX5OyQ",0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,348227,4
"You're My Best Friend - Remastered 2011","Queen","4vhVDkSx9RSb2k6mWFMYNI",0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,170787,4
"Good Old-Fashioned Lover Boy - Remastered 2011","Queen","1n7xFAY4xoPeqRvrkzAtsw",0.543,0.461,3,-6.724,1,0.0302,0.577,0,0.0563,0.385,96.803,173173,4
"Don't Stop Me Now - ...Revisited","Queen","3INsYP1Y8GG4qJvBsKCdXC",0.465,0.917,5,-6.331,1,0.237,0.0152,0.02,0.286,0.39,155.061,217824,4
"I Want It All - Single Version","Queen","1gBNoqhVLbIMuBQmXKmyLj",0.224,0.831,11,-5.694,0,0.0641,0.0354,4.42e-06,0.361,0.432,92.34,241587,4
"Fat Bottomed Girls - 2011 Remaster","Queen","6IAVxNFi1W88UhDeyvOsdo",0.332,0.683,2,-7.679,1,0.0491,0.0322,6.51e-06,0.342,0.419,88.522,255600,4
"Hold Me Closer","Elton John","72yP0DUlWPyH8P7IoxskwN",0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,202246,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John","3gdewACMIVMEWVbyb8O9sY",0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
"I'm Still Standing","Elton John","1jDJFeK9x3OZboIAHsY9k2",0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440,4
"Tiny Dancer","Elton John","2TVxnKdb3tqe1nhQWwwZCO",0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4
"After All","Elton John","6cnF63Qm1qAJ0sHKvM5BOg",0.501,0.556,5,-5.628,1,0.0266,0.361,0.000133,0.115,0.165,82.017,208715,4
"Bennie And The Jets - Remastered 2014","Elton John","5Wj1rJnCLpMHdLaxsFtJLs",0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,4
"Your Song","Elton John","38zsOOcu31XbbYj9BIPUF1",0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,4
"Goodbye Yellow Brick Road - Remastered 2014","Elton John","4IRHwIZHzlHT1FQpRa5RdE",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,192827,4
"Finish Line","Elton John","6KU4IwlxqeODKgwKiSDOWB",0.48,0.803,5,-3.415,1,0.0485,0.0756,0,0.195,0.539,171.79,264847,4
"I Guess That's Why They Call It The Blues","Elton John","23l1kVpqMVREiwU1YAlcr4",0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,285333,3
"Can You Feel The Love Tonight","Elton John","46C6OS7z78QtCxEACPrspw",0.308,0.305,10,-10.669,1,0.0309,0.809,9.55e-05,0.096,0.145,125.243,240800,4
"Don't Let the Sun Go Down on Me","George Michael","7xGOvQukPKKQVLiJOPSmt0",0.435,0.547,0,-8.092,1,0.0287,0.494,0,0.544,0.26,135.453,346813,4
"Sacrifice","Elton John","0e3yhVeNaTfKIWQRw9U9sY",0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,304133,4
"Too Much Love Will Kill You - Remastered 2011","Queen","0W1uTK6I97CbjFKAVtRGfK",0.385,0.395,7,-7.602,1,0.0313,0.58,6.31e-05,0.159,0.21,72.933,259213,4
"Friends Will Be Friends - Remastered 2011","Queen","3EGlnkJGcwz73rT0oE0X1X",0.447,0.531,7,-7.721,1,0.0269,0.0377,1.28e-05,0.336,0.339,75.051,246907,3
"Cool Cat - Remastered 2011","Queen","7nhWtCc3v6Vem80gYPlppQ",0.818,0.4,9,-9.927,1,0.11,0.302,0.00241,0.18,0.838,73.76,209107,4
"Somebody to Love","George Michael","1kn8Jj0i9IwyO3yDgDyUSR",0.333,0.863,7,-6.918,1,0.0515,0.0518,0,0.972,0.384,110.162,318867,1
"Don't Try Suicide - Remastered 2011","Queen","0V7AVcMTaQqLKzxVloxWHj",0.796,0.486,7,-7.543,1,0.2,0.338,0,0.0314,0.646,135.249,232120,4
"Bicycle Race - Remastered 2011","Queen","5CTAcf8aS0a0sIsDwQRF9C",0.463,0.671,3,-6.438,1,0.0683,0.0626,0,0.0947,0.633,84.28,180813,4
"Face It Alone","Queen","1qr9bymNcBLy71PnO15jWi",0.413,0.39,4,-12.557,0,0.0346,0.32,0.000238,0.0918,0.35,143.861,247187,4
"I Was Born To Love You - 2011 Remaster","Queen","7DtdhIJlSSOaAFNk4JdXCb",0.449,0.908,8,-6.131,1,0.0853,0.0833,0,0.0971,0.495,139.083,289813,4
"These Are The Days Of Our Lives - 2011 Remaster","Queen","5js1JJOAkR5KwlifBpvHMN",0.689,0.4,0,-9.63,1,0.0299,0.372,0.000137,0.0605,0.559,112.64,255040,4
"Heaven For Everyone - Remastered 2011","Queen","3Klfd4rsRO53fYpxmdQmYV",0.593,0.425,0,-9.775,1,0.0288,0.29,1.34e-06,0.167,0.268,110.208,336160,4
"Seven Seas Of Rhye - Remastered 2011","Queen","1IhLUUzMxDDJ9pzfT95exy",0.317,0.896,2,-6.089,1,0.104,0.122,0.0168,0.253,0.421,126.894,168973,4
"'39 - Remastered 2011","Queen","65NTcXUtOb27NHKQ4fAcw0",0.524,0.571,8,-9.686,1,0.0273,0.0271,0,0.111,0.373,101.626,210800,4
"It's A Hard Life - Remastered 2011","Queen","34MoKBRdC9JDjcL4b4X1Ic",0.42,0.599,3,-6.188,1,0.0291,0.422,0,0.159,0.299,82.336,246973,4
"Innuendo - Remastered 2011","Queen","0BzhS74ByIVlyz8BedHaYi",0.346,0.728,1,-5.747,1,0.0451,0.187,0.00379,0.344,0.174,74.939,393027,4
"Place In Me","Luke Hemmings","5uRv6CmkhdNoirnHEhqLPU",0.274,0.345,8,-6.715,1,0.0309,0.865,2.36e-06,0.12,0.218,68.639,187443,4
"Uptown Girl","Billy Joel","5zA8vzDGqPl2AzZkEYQGKh",0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,197707,4
"Love Grows (Where My Rosemary Goes)","Edison Lighthouse","5Ts1DYOuouQLgzTaisxWYh",0.568,0.824,9,-4.613,1,0.0299,0.403,0,0.0855,0.753,108.625,174760,4
"Angeleyes","ABBA","7rWgGyRK7RAqAAXy4bLft9",0.719,0.922,11,-6.091,1,0.0338,0.523,0.000163,0.0867,0.964,133.113,260893,4
"The Chain - 2004 Remaster","Fleetwood Mac","5e9TFTbltYBg2xThimr0rU",0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4
"Reptilia","The Strokes","57Xjny5yNzAcsxnusKmAfA",0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4
"I Want You Back","The Jackson 5","5LxvwujISqiB8vpRYv887S",0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4
"Let's Groove","Earth, Wind & Fire","3koCCeSaVUyrRo3N2gHrd8",0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4
"Take on Me","a-ha","2WfaOiMkCvy7F5fcp2zZ8L",0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
"Mamma Mia","ABBA","2TxCwUlqaOH3TIyJqGgR91",0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,213267,4
"Wake Me Up Before You Go-Go","Wham!","0ikz6tENMONtK6qGkOrU3c",0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,231333,4
"Don't Go Breaking My Heart","Elton John","7HW5WIw7ZgZORCzUxv5gW5",0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,4
"I Was Made For Lovin' You","KISS","07q0QVgO56EorrSGHC48y3",0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4
"Lost The Breakup","Maisie Peters","13SfKfixPEDQBOYYtaY3Wh",0.593,0.884,4,-3.313,1,0.0767,0.0351,5.54e-06,0.487,0.607,147.092,189413,4
"Be So Cruel","ASTN","3jgTthrOsgFR1477mor7Ex",0.859,0.414,5,-5.538,0,0.0617,0.227,0.00102,0.135,0.645,92.501,132691,4
"Waffle House","Jonas Brothers","5iE3eUH2WGCXcE2xr6DEmU",0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,145441,4
"I DON'T WANNA BE LIKE YOU","Ruel","26FuBmI70i0mXaKTST6Bz4",0.701,0.786,1,-4.869,1,0.0353,0.00925,1.43e-05,0.0396,0.947,122.007,163933,4
"Sleep Well","d4vd","4qwKWGKzuq8mgIunO6EaA1",0.449,0.377,8,-9.438,1,0.0343,0.815,1.18e-05,0.142,0.181,155.56,175875,3
"Ghost of Chicago","Noah Floersch","4whpHwKr9rH2MTFzXk7mkW",0.651,0.508,4,-6.543,1,0.0324,0.428,1.22e-06,0.113,0.548,100.085,187100,4
"Green Flash Sunset","Noah Floersch","16ihWPgvFtnWjn4s38CRXp",0.414,0.418,0,-4.809,1,0.0538,0.675,0.00127,0.101,0.4,119.984,175569,4
"Always","Daniel Caesar","2LlOeW5rVcvl3QcPNPcDus",0.603,0.441,9,-8.178,1,0.0518,0.692,1.46e-06,0.105,0.167,136.137,225313,4
"Love Is Letting Go (feat. Diane Keaton)","Ashe","5ZtOg6T7qui1IMSwGh358t",0.597,0.283,9,-9.468,1,0.0292,0.923,1.28e-06,0.121,0.438,88.867,154865,4
"Perfect Stranger","John Mark Nelson","0aX5kjSlup9iqZbf1chTr3",0.606,0.151,0,-15.646,1,0.0454,0.932,0.000478,0.0855,0.337,95.089,154124,4
"ur so pretty","Wasia Project","1Jt24MPLz6fGXSCTlXTjzF",0.322,0.231,4,-12.919,1,0.0347,0.932,0.00076,0.149,0.228,91.186,132000,3
"things i wish you said","Sabrina Carpenter","2t2fnYja6b2pUizMungIo0",0.55,0.255,4,-11.51,1,0.0411,0.742,0,0.11,0.152,146.65,162749,4
"way after forever","vaultboy","0uhGgihlgkmAGZvp93rUwm",0.535,0.195,7,-10.293,1,0.0379,0.861,0,0.453,0.347,170.923,173662,3
"Reasons to Leave","Suriel Hess","0dhMGnSEi6yQOvsMylbHt8",0.445,0.421,11,-9.088,1,0.0812,0.825,0,0.105,0.269,142.226,165142,4
"IF AND/OR WHEN","Ruel","5BQPb4wevHKWRdwh6EyhwU",0.436,0.514,0,-7.714,1,0.0379,0.136,5.55e-06,0.113,0.393,80.606,172613,3
"Let Me Go","Daniel Caesar","3ym8ajVmKm6Fybgov3WBI5",0.602,0.478,7,-8.439,0,0.0629,0.723,0.00479,0.108,0.425,152.957,216524,4
"Never Felt So Alone","Labrinth","2NbsBSshscKIPRG3kwBbfo",0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,160166,3
"star tripping","Kevin Atwater","1ozWhltP7jnU01qOMWYBXH",0.71,0.771,7,-6.796,1,0.049,0.178,0.000111,0.114,0.698,139.882,154054,4
"retrograde","Dhruv","4w0rTd0QIbsvVykYij8M7L",0.49,0.229,4,-12.11,0,0.0273,0.804,0.00489,0.126,0.281,90.205,215270,4
"NIGHTS LIKE THESE","Benson Boone","33vZRjxJScapmRShRJq8I0",0.667,0.593,7,-6.016,0,0.0432,0.369,0,0.112,0.458,95.947,172515,4
"Bored","Sara Kays","3YQtnh00LIhMqimMUjbS6l",0.584,0.452,10,-7.333,1,0.0312,0.574,0,0.138,0.274,147.82,166876,4
"Heartache of the Wind (Prologue)","Gatton","0py2QszUwxAnnH1uRhSvJS",0.713,0.269,11,-13.944,1,0.0319,0.954,0.000671,0.111,0.517,116.018,144569,4
"ceilings - Spotify Singles","Lizzy McAlpine","3SQxzzu41bjlCGGDCb83JY",0.334,0.156,9,-13.677,1,0.0365,0.922,3.56e-05,0.118,0.0894,84.629,164587,4
"3 Boys","Omar Apollo","31Wlc9ZnraX3JxrvMg9e8H",0.548,0.456,9,-5.979,1,0.0703,0.813,0.00464,0.122,0.53,173.839,209188,3
"Missing You (with Ashe)","Stephen Sanchez","7xtsuU7WlDNmTzUQ32oQ7r",0.639,0.34,0,-12.185,0,0.0604,0.319,0,0.169,0.333,115.034,235811,4
"Maroon","Taylor Swift","3eX0NZfLtGzoLUxPNvRfqm",0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271,4
"Blue Spirits","DWLLRS","4Z3Mmn6cIeuKprHQyyAbXQ",0.657,0.657,9,-5.707,1,0.0478,0.64,0,0.287,0.375,130.002,188308,4
"I Don't Miss You","JP Saxe","3q9zwhKPHiUh8zVZ4sI5qs",0.829,0.46,9,-10.327,1,0.036,0.355,0.313,0.094,0.801,110.015,217133,4
"Anti-Hero - Acoustic Version","Taylor Swift","2d3d9xZutJjmUpntiyHt3F",0.624,0.332,4,-9.989,1,0.0365,0.597,0.000679,0.195,0.397,96.864,196473,4
"The Day That I Met You","Matilda Mann","2G31WfcBUlMGZ8lpJ0bfA1",0.313,0.316,1,-9.872,1,0.0308,0.889,5.36e-06,0.106,0.265,91.587,165080,3
"GO ON WITHOUT ME","Ruel","1nHWR7etfgJZWoy7Qjdpz9",0.748,0.548,11,-6.288,1,0.0392,0.247,0,0.468,0.496,92.027,162533,4
"Sleep Deprivation","Chance Peña","2A1FGotEDhN5UjBiLsUwnk",0.588,0.412,2,-10.669,1,0.0613,0.152,0,0.134,0.302,133.815,155660,4
"Always (feat. Summer Walker) - Bonus","Daniel Caesar","6537jhwnXegjdXhLqorbjE",0.584,0.459,9,-8.036,1,0.0519,0.672,1.02e-06,0.107,0.158,136.006,222403,4
"All Is Well","Hans Williams","1wDSBJSCKxB8qZR6jnfqgt",0.676,0.33,2,-6.92,1,0.0257,0.832,0,0.133,0.185,77.523,150968,4
"Mrs. Hollywood","Go-Jo","1K1KcmJgKaeqnsisQnhyE1",0.758,0.655,5,-7.226,1,0.0305,0.143,0,0.158,0.972,128.019,143841,4
"Light My Love","Greta Van Fleet","4iya38ctQ1httyA6NOG9oW",0.374,0.778,5,-4.466,1,0.0363,0.1,0.199,0.107,0.484,133.85,270887,3
"Girl I Used To Be","CIL","7Bb3dpQFDGCHsBfNOWLWxH",0.521,0.448,7,-5.95,1,0.0342,0.308,0,0.0643,0.561,138.727,196966,3
"clouds","CASS","2jLM1EZ02W1dfenyJUj7Sb",0.622,0.437,1,-8.572,1,0.0399,0.425,0,0.131,0.415,77.483,226113,4
"Nice to Meet You","Cody Simpson","0nxh4ijcMIwtkUth4aClzL",0.419,0.604,0,-5.177,1,0.0321,0.0356,0,0.0863,0.163,145.75,250033,4
"Right Now","One Direction","1dQQ2QlnvXUehsRUrukKmf",0.645,0.78,8,-5.165,1,0.0319,0.218,0,0.0919,0.372,120.008,200400,4
"Eyes","Bazzi","6wuASGjSmuoGXdWsBH7X4U",0.809,0.833,3,-3.134,1,0.0295,0.112,5.97e-05,0.0951,0.643,118.943,161973,4
"Double Fantasy (with Future)","The Weeknd","4VMRsbfZzd3SfQtaJ1Wpwi",0.6,0.567,9,-7.269,0,0.033,0.00621,8.73e-06,0.495,0.0951,119.043,268235,4
"I'm Gonna Be","Post Malone","1ckLp8lCl8LipXI0ypX72m",0.746,0.559,5,-4.008,1,0.0316,0.703,0,0.148,0.368,117.943,200680,4
"LOVE AGAIN","The Kid LAROI","4sx6NRwL6Ol3V6m9exwGlQ",0.662,0.398,11,-6.691,0,0.0275,0.716,0,0.111,0.468,107.001,145850,4
