"track_name","artist_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"거짓말","Chaeree","5MjvJeUzWxTfUnb1YPP3mt",0.689,0.522,0,-8.39,1,0.212,0.779,3.3e-06,0.259,0.183,107.907,219530,3
"S.C.H (Small but Certain Happiness)","Standing Egg","1Xsw6tFFDKniy1eZg6QEY9",0.676,0.451,4,-7.966,1,0.0367,0.373,1.97e-06,0.154,0.839,172.038,289133,4
"Northern Light","Joohyo","3IH4v1WDAfWKVBvSAAjssB",0.343,0.52,0,-6.724,1,0.0332,0.295,3.92e-06,0.124,0.11,165.54,241451,4
"Regret","ACOURVE","2ZU1dN6bnfNhjqtiw9jQVV",0.578,0.394,10,-8.303,1,0.038,0.769,0,0.0977,0.61,81.716,207843,4
"If you can't fall asleep - Instrumental","FR:EDEN","15voHcgZSc66ggf2qao9gb",0.556,0.675,7,-6.071,0,0.104,0.311,1.3e-06,0.72,0.269,132.011,216443,4
"In The Fall","HWASA","2esmbUCwduwG8SyN4RAwmM",0.641,0.461,0,-5.484,1,0.0353,0.854,1.8e-06,0.113,0.12,84.982,206280,4
"Smoke","Violette Wautier","4QWno5VXD5LMpoQQlNrJNQ",0.574,0.639,0,-5.508,0,0.0373,0.523,1.03e-06,0.0912,0.585,75.504,229325,4
"Let's Meet In Spring","Han All","7e1IpTKqOMw1cstbBic8qs",0.767,0.418,0,-6.099,1,0.0289,0.696,0,0.126,0.732,108.95,226560,4
"Rain In The Night","J_ust","3ISTUp8tjTZxDQyhwMQbP5",0.434,0.276,9,-11.134,1,0.0406,0.935,5.54e-05,0.38,0.352,91.723,241025,4
"심술","BOL4","1oA76RZAamiCIxfOn3kBUj",0.698,0.518,4,-4.395,1,0.0758,0.67,0,0.106,0.722,78.06,158462,4
"Not Spring, Love, or Cherry Blossoms","HIGH4","1IdM9JrXYuMYiTdM983oH4",0.77,0.484,7,-6.626,1,0.0538,0.464,0,0.44,0.793,79.988,195265,4
"Let It Rain","Airman","3NezvJQCMZcTR96KOgemgh",0.429,0.21,8,-12.233,1,0.0427,0.926,0,0.0997,0.485,90.804,197390,4
"Midnight Star","SBGB","0ieingu2jyxTY9PtRanvGd",0.689,0.486,2,-9.93,1,0.0302,0.786,0.000563,0.241,0.281,91.993,231259,4
"You're beautiful (feat.Louie of Geeks)","Yu Seung Woo","5d0yYT2g1KIZYZWD0HNf0e",0.657,0.647,0,-5.393,1,0.065,0.349,0,0.0851,0.565,102.968,216845,4
"Teddy Bear Rises","OOHYO","2LInkCVbhSR7t1O4cXaGW1",0.461,0.13,7,-15.827,1,0.044,0.936,0.0127,0.0908,0.469,199.095,251982,4
"OPPA (PROD.Brother Su)","Yu Seung Woo","3CWjpvvz9jUtyRVSLIAsPU",0.784,0.568,5,-4.509,0,0.0451,0.446,0,0.213,0.641,109.925,204838,4
"City Lights","Sunday Moon","36xcAYhiCUnzBoydVmxkO3",0.602,0.303,6,-7.978,1,0.0451,0.929,0.091,0.145,0.327,135.99,241699,4
"Walking in The Winter 겨울을 걷는다","Yun DDanDDan","6KKcnMxuOwr73MBDctPigU",0.759,0.523,9,-5.361,1,0.0445,0.806,0,0.0639,0.528,104.002,278674,4
"Thirsty (feat. WUTAN)","McKay","4xF7Hovz3wb5s6wQ7Ql6zD",0.82,0.7,10,-5.283,1,0.24,0.162,0,0.0461,0.891,159.968,209524,4
"Dandelion (full ver.)","OOHYO","3aapqx97CiNvdMRCOtyWXW",0.565,0.551,2,-7.9,1,0.0328,0.309,0.000331,0.141,0.155,119.925,348222,4
"We Loved","BOL4","2aFIBOe4hOqh78bzjuORQV",0.636,0.473,3,-3.919,1,0.0392,0.772,0,0.0933,0.401,85.107,194627,4
"Came from you","Vincent Blue","6wWQ6jvUQWpkKcMw1MQLsE",0.656,0.193,1,-13.879,1,0.0368,0.901,0.000236,0.112,0.336,78.016,253166,4
"Really Like You","IZ*ONE","3URg7w8UOCAM15IqNmMcfb",0.471,0.519,6,-4.091,1,0.0313,0.686,0,0.0862,0.108,95.766,190507,4
"MIDDLE OF THE NIGHT","MONSTA X","2QqHAiFdDZKFJkr1xCV9dG",0.737,0.764,0,-5.511,1,0.0947,0.111,0,0.0423,0.924,92.044,166213,4
"Take Me Away","Jimmy Brown","2SOFZHYF0AVQ4N9llSxGSh",0.728,0.534,2,-4.464,0,0.122,0.623,0.00152,0.164,0.568,83.947,185320,4
"세월의 흔적 다 버리고","015B","1ZcqpdJqUemoQ1bSW3LTSC",0.653,0.49,10,-8.422,1,0.0529,0.711,0,0.156,0.413,142.071,295466,4
"VIEW (album ver.)","Jukjae","0XzX0zApnYgvAbclFQR1V9",0.579,0.432,7,-11.813,1,0.0277,0.691,0.0163,0.107,0.471,61.993,282160,4
"#First Love","BOL4","4tKN17Kw29gzlnZwMaAtZN",0.574,0.647,8,-3.397,1,0.0406,0.601,0,0.134,0.399,77.962,207492,4
"Usual","Han Dong Geun","31Bhh1Fz8v2GcUqCKuScmx",0.555,0.406,5,-6.36,1,0.0324,0.781,0,0.13,0.18,131.933,275947,4
"Like You","Vanilla Acoustic","5o3r2FdUJQvGD5HwXzajuS",0.721,0.5,7,-5.045,1,0.0291,0.716,0,0.138,0.272,98.01,213366,4
"Please Love Me","Colde","2Tp9N1PSuCsv6uqj7IgFWJ",0.634,0.183,4,-10.422,1,0.0308,0.793,0,0.0987,0.347,121.811,259000,4
"two faced","slchld","2ptqHEyLTAyXdunvuiNL5h",0.752,0.443,0,-7.609,0,0.118,0.792,0,0.151,0.849,127.939,182034,4
"Being an Adult","Kim Na Young","0OatopllsqPHbb7RQiJ1No",0.759,0.569,0,-8.209,1,0.0377,0.654,0,0.106,0.611,104.988,225258,4
"Palette (feat. G-DRAGON)","IU","3y7ByLZ05tluscOTRgEJ9Y",0.804,0.68,0,-3.81,1,0.2,0.458,0,0.102,0.62,102.013,217413,4
"Don't forget","HA SUNG WOON","4UcaGOIG9aTxGHTs3l6mAM",0.63,0.701,5,-5.05,1,0.0337,0.035,0,0.142,0.483,94.982,220122,4
"The Best Ending","Stella Jang","2r8ndLpyDjYJo0q03AMo5s",0.709,0.554,0,-5.654,1,0.0398,0.263,0,0.117,0.56,127.943,176000,4
"The Night I Miss You 니가 보고싶은 밤","Yun DDanDDan","06T21SpcqUTOyLHYDtDq1v",0.786,0.232,7,-7.682,1,0.0319,0.8,0,0.11,0.738,107.91,298881,4
"Miracle (Feat. Paul Kim)","Stella Jang","3FzXFJiErwL3Pc5YXMgzMD",0.495,0.466,5,-6.73,1,0.0272,0.75,1.35e-06,0.152,0.27,59.29,243053,4
"Goodbye","KIM JAE HWAN","63OcHoGgmQD6W4GKq5soLQ",0.454,0.417,3,-5.759,1,0.034,0.538,0,0.101,0.219,125.85,253627,4
"Paint on Spring","Martin Smith","0D61GtQYF2RDn6wV6NkEyu",0.635,0.66,0,-8.415,1,0.0434,0.123,0,0.122,0.607,98.037,232653,4
"That kind of love (Feat. Ahin of MOMOLAND)","J_ust","6aqAhfcE8u4ihqjdgk9ENV",0.823,0.573,1,-4.741,1,0.0264,0.747,0,0.0724,0.828,104.987,212820,4
"Not Him","20 Years of Age","2NsQTd6zXYxQ1388JWun08",0.405,0.592,9,-5.431,1,0.053,0.54,0,0.249,0.736,82.947,193293,4
"When The Wind Blows","YOONA","32yIszOf09IiMF5MJ8d88H",0.63,0.477,4,-8.508,1,0.0248,0.539,0.000226,0.118,0.192,100.012,226169,4
"Starlight","92914","05ho1OFzZj2yGMcEGPKtCF",0.422,0.143,5,-10.939,1,0.0361,0.9,0.000187,0.13,0.078,72.882,273333,4
"If","Sam Kim","0zaHICE67lr13INMJggubW",0.589,0.424,7,-12.624,1,0.0364,0.296,7.38e-06,0.235,0.378,103.083,287536,4
"You're My Garden","JEONG EUN JI","2XJOdcqQnB4dpi0mTxmzC9",0.543,0.515,2,-4.022,1,0.0373,0.561,0,0.124,0.23,123.195,243037,4
"HOW WAS YOUR DAY","Sugarbowl","1YSLEQODKzMbalkCWafkEt",0.705,0.424,7,-9.52,1,0.0284,0.424,1.72e-06,0.0879,0.263,95.071,215005,4
"say what's on your mind","slchld","5sZOGj6SfzD7lWpwKhF6oE",0.676,0.462,6,-4.207,0,0.037,0.81,0.0286,0.222,0.369,78.959,173740,4
"WA-R-R","Colde","4eAaNoxM3JjlHent49dHxd",0.737,0.358,1,-9.229,0,0.0656,0.874,0,0.102,0.238,113.011,272000,3
"Introduce me a good person","JOY","2CHk9VD0glOknemRMFEQfH",0.618,0.562,3,-4.462,1,0.0306,0.693,0,0.123,0.725,94.028,183441,4
"LOVE YA!","HYUKOH","7rDdN55Ma9gZlbexHiDSud",0.375,0.566,11,-6.527,1,0.0448,0.0919,1.56e-05,0.146,0.33,143.77,251965,4
"Fall In Love Again","ALEPH","333vTrsVRIgeUpCS1nAxID",0.608,0.358,0,-8.384,1,0.0295,0.835,0,0.115,0.317,140.043,218457,4
"It's Raining (feat.Verbal Jint)","Stella Jang","6rFWkx3XVcdM9XYnrAuvbO",0.856,0.416,2,-5.586,0,0.032,0.618,0.000407,0.0794,0.72,103.009,194693,4
"Let's walk, I am waiting in front of your house (feat.Ju Yein)","20 Years of Age","7zdf71bLwMcCOk7K4DvL7G",0.693,0.381,9,-4.769,1,0.027,0.676,0,0.108,0.586,103.892,235160,4
"Okinawa","92914","1xyGT0Onkr3s5qctSQWStE",0.735,0.167,5,-18.467,1,0.0567,0.929,0.165,0.662,0.376,147.854,348446,4
"Friday (feat.Jang Yi-jeong)","IU","0GsRx0gPft6RmijIwMsKmG",0.681,0.525,9,-4.823,1,0.0512,0.619,0,0.103,0.551,80.052,217130,4
"Coffee - Reprise Version","Urban Zakapa","78rZYmaV2Tb2SOyroloZok",0.709,0.495,8,-7.787,1,0.0275,0.634,0,0.275,0.723,97.998,228911,4
"Would You Love Me?","Stella Jang","2oR3YkeTtH4lV6nzt7xxrh",0.624,0.582,2,-6.262,1,0.0399,0.573,2.64e-05,0.0951,0.55,77.006,216104,4
"I Need You","OVAN","2dp0SokB0wxNlLcR0J547q",0.653,0.761,11,-5.283,1,0.165,0.48,0,0.294,0.768,142.89,230769,4
"You Will Never Know","McKay","7gezZesPe5YSpttywUx2rP",0.701,0.548,4,-7.52,0,0.0351,0.22,0,0.105,0.532,110.039,179319,4
"รอยยิ้ม","SCRUBB","6ezEwX2eZRZlioqYaUPOKX",0.701,0.488,9,-9.948,1,0.0258,0.299,1.11e-06,0.15,0.625,96.989,258402,4
"If U love me (feat.DongGeyoung)","ACOURVE","1zSMD2L8QvYf1q8VOCHE7H",0.576,0.504,1,-7.181,1,0.0338,0.654,0,0.116,0.303,91.907,260997,4
"I'm here for you","X1","3Ell49mmc3B5KnKSvmeQB3",0.374,0.479,3,-6.904,1,0.0374,0.587,0,0.195,0.261,131.504,280107,4
"NEED A BREAK","Paul Kim","4aMudvoE0OxL5UrMlk8Xyy",0.717,0.756,6,-6.205,0,0.0672,0.119,0,0.181,0.474,110.008,211048,4
"Myspace","Minsu","0wKWQHIaja5IuDovI1euWh",0.699,0.645,2,-6.719,1,0.0479,0.51,0.000364,0.0738,0.586,79.986,216107,4
"20 (Twenty)","Lily","6CmPzygs6Bl6D53PNP0Q84",0.696,0.719,5,-3.296,0,0.0702,0.656,0,0.339,0.367,86.028,205652,4
"About Time","Hoppipolla","6pDhgdQ6vwSjApxOZ2mQlg",0.35,0.693,9,-2.306,1,0.0364,0.0121,0.00139,0.37,0.157,96.962,326707,4
"A Car Going Nowhere","ESAE","4BHTnUF9Wl5lVSrw9ZLVJb",0.722,0.515,5,-9.345,0,0.0552,0.347,0.00108,0.107,0.423,120.003,227605,4
"Homecoming","Hippy was Gipsy","5YrooewPbHClY1hNVn1Vdp",0.24,0.239,0,-10.827,1,0.0322,0.919,0.0103,0.118,0.0748,86.104,286375,4
"Sangsu station","The Black Skirts","1xvSbNUKm3Ig7LkguLSFO4",0.669,0.506,8,-9.863,1,0.0471,0.05,0.01,0.195,0.208,84.032,187000,4
"Like Romance Comics","Mad Clown","2P4GSHDfraJaXLuZe9a8MA",0.643,0.574,4,-6.019,0,0.365,0.124,0,0.426,0.622,78.948,203679,4
"mohae (feat. Bolbbalgan4)","San E","2kU8jORpeu3xCWAFYvLiPu",0.745,0.724,5,-2.194,0,0.065,0.463,7.12e-05,0.405,0.766,141.951,203711,4
"Spring again","Cao Lu","5ClmwNjQAz1RwLw16V8hsz",0.846,0.621,7,-4.356,1,0.0383,0.444,0,0.206,0.558,107.031,237143,4
"Phone","Grizzly","1Ahrvnhtnw8rLIX3w5va8F",0.779,0.519,10,-5.961,0,0.0443,0.233,0,0.099,0.711,82.988,209754,4
"Wash","Cherry Coke","5Ng8a8sqJKQPOSyFLHDmsc",0.604,0.319,1,-11.02,1,0.0347,0.711,1.92e-05,0.142,0.068,89.983,181333,4
"I Study You 너를 공부해","SORAN","6mVPTNUcuAay1HvkvEBtaP",0.852,0.44,1,-6.542,1,0.0461,0.685,4.94e-06,0.106,0.77,104.061,217729,4
"Gimme That (Feat. SAAY) (Prod. Stally, Colde)","CHAI","0oxJJiwE83223ihxesyR1Z",0.719,0.495,6,-6.555,0,0.0794,0.317,0,0.148,0.498,149.872,231667,4
"rudderless","PARK WON","2hAR5iQGNw2bNl3qS3GFJe",0.447,0.142,10,-10.78,1,0.0387,0.888,0,0.167,0.192,129.035,281334,3
"Purple","Se.A","4RRnzFYL6YDXQ6BXoikOOV",0.664,0.577,1,-7.366,1,0.13,0.0822,0,0.0869,0.197,140.079,187589,4
"Adios","Hoody","07IlTJZln2vfZtJ7vR4IMf",0.631,0.709,3,-3.279,1,0.0698,0.285,0,0.236,0.525,77.539,200500,4
"SMILE","John Park","5Wy03J4ACV1DR3L1J7tm51",0.378,0.309,4,-10.032,1,0.034,0.862,0.000792,0.11,0.126,146.878,228935,3
"GIFTED","Kayla","6cTOjW44k3qApsJEy62deK",0.702,0.335,1,-6.722,1,0.0374,0.78,0,0.173,0.291,80.033,222599,4
"When I'm with you","SOYOU","1XVk5RpNPlUnsau8TJ8Slf",0.58,0.537,1,-6.145,0,0.0491,0.577,0,0.31,0.622,177.844,214497,4
"Star","MINSEO","4g0esXEBehLBofrLksytkI",0.416,0.409,8,-6.628,1,0.0293,0.844,0,0.127,0.224,139.344,233360,4
"#with_you","D'avant","1D1laQvjRLunEs8XDO9sag",0.65,0.339,10,-9.906,0,0.0539,0.872,0.00225,0.103,0.324,169.757,178555,4
"เคียงกัน","Gun Napat","2zq7H7SWQC9ldZy1f7e8kC",0.629,0.559,10,-6.289,1,0.0709,0.702,0,0.18,0.468,76.008,292949,4
"My Dream","Yoon Mirae","5XKo813PRaLwH1yHWP674c",0.351,0.392,1,-4.783,1,0.0323,0.841,1.36e-05,0.08,0.133,124.64,234269,4
"The Cat House 고양이 집","OGon","3gOrrjFANav8rcfBiHXFnM",0.732,0.398,4,-7.152,1,0.0309,0.64,0.000401,0.0894,0.686,94.043,231868,4
"Try Again","JAEHYUN","4Sav8RLaXMBpTZX6xNPj0K",0.435,0.352,2,-7.815,0,0.0371,0.814,0,0.247,0.345,85.82,178233,3
"My All","Oliver","62TAVC2SkdgiEBV21ML248",0.69,0.45,3,-5.662,1,0.0285,0.344,0,0.114,0.693,104.962,183175,4
"Thief","Mood & Feel 무드앤필","2Vn3MUqf5LbcWTpRKhLP1I",0.442,0.494,10,-8.63,0,0.101,0.216,0.638,0.125,0.319,70.171,195827,4
"Do You Feel Like You Have No One to Turn to?","Yayyoung","7IM7JCGA6lNktX9ORtyQS8",0.391,0.401,4,-9.507,1,0.0919,0.631,0,0.134,0.253,73.311,186000,4
"Happy","TAEYEON","459mRPsscVLMvVL59gr7EM",0.753,0.645,5,-2.913,1,0.0427,0.215,0,0.201,0.636,119.982,221000,3
"Million Miles","Sunday Moon","1WpigB2Owjqm7sCE1OOgVt",0.721,0.33,2,-8.437,0,0.0866,0.589,0.00506,0.0587,0.34,83.984,147007,4
"Mood Indigo","CHEEZE","6EECimWNKDk1PM0f6fLfX8",0.624,0.662,11,-5.37,1,0.0459,0.504,0,0.346,0.537,98.087,221619,4
"Honey Tea","OOHYO","4hxcpJ1sM0lrhVrqiBIMof",0.782,0.47,7,-10.07,0,0.0319,0.876,6.15e-05,0.0658,0.642,119.912,235035,4
"JDS (Fantasy)","Finding Hope","0rVpr1WqvNrc4FimpCJ9oy",0.865,0.254,1,-9.971,0,0.0435,0.0291,0.0436,0.3,0.326,89.997,202000,4
"Begin Again","KIM JAE HWAN","5SaqVUnA2cIj1GKJpQsXXh",0.535,0.675,8,-3.275,1,0.0381,0.468,0,0.141,0.461,139.632,233400,4
"Hug","BOL4","1yzPbQYfMcuJMlpWi8npDQ",0.816,0.692,4,-3.841,1,0.0651,0.241,0,0.0786,0.851,105.012,186120,4
"Sunset","92914","1bXVh2ForYdjha1DoPwohp",0.644,0.458,8,-8.93,1,0.0334,0.848,0.0278,0.114,0.685,88.001,222000,4
"she likes spring, I prefer winter","slchld","2sFF0K2eHIClZYUqIbAwdb",0.326,0.66,9,-6.68,1,0.0674,0.552,0,0.264,0.471,78.29,207436,4
"I want to be a pillow","J_ust","5lDeH3wAzJ1YnBYDPL6NYk",0.698,0.369,7,-5.946,0,0.0406,0.82,0,0.0894,0.596,128.027,223200,4
"No Make Up","Zion.T","3PWyoYwI4iHLnLWltMt4gd",0.758,0.402,9,-5.066,1,0.0459,0.411,0,0.217,0.519,92.109,189154,4
"Something","george","6O4J9lITTLkSoloSVbqbEj",0.617,0.638,2,-6.901,1,0.0433,0.374,2.89e-06,0.302,0.69,75.956,229067,4
"Slowly Surely - Acoustic Ver.","moderniq","6EgDfIawG7x5957YCAzfB5",0.695,0.396,10,-7.499,1,0.039,0.785,0,0.103,0.567,139.893,189035,4
"How have you been?","kumira","7q8biwQkXGr2ny7Skr4ImJ",0.697,0.715,11,-3.848,1,0.0545,0.148,0,0.135,0.636,90.019,224469,4
"ddingdong 띵동","Park Kyung","1gm9oGmk42b4ntkyKmyzVw",0.695,0.841,5,-3.295,0,0.3,0.44,0.000161,0.388,0.796,93.037,222060,4
"พี่เดือดร้อน","Oat Pramote","4oMfd66HZ7s6ibskcG8Udn",0.7,0.911,6,-4.885,0,0.044,0.264,0,0.146,0.671,98.015,228500,4
"In Your Dreams","TKNJ","7CUhiFVEFhnmCoUM2NBfgs",0.659,0.524,4,-5.4,1,0.0655,0.743,0,0.106,0.448,89.933,197130,4
"밤밤밤","OKDAL","7F9YDhQuehdBhg1JYCI4ms",0.78,0.398,7,-7.58,1,0.0438,0.55,0,0.0975,0.653,124.137,216004,4
"I Keep Scrolling Wishing You Would Comment....","Gareth.T","5hM4EMpGb8qw6enzrQm7hI",0.689,0.367,4,-6.228,1,0.107,0.781,0,0.128,0.721,79.081,174569,4
"Dive","Josee","7b5lCdRbgJG9hZp5wH4fCd",0.718,0.576,10,-6.006,0,0.0347,0.115,0.000627,0.0464,0.737,96.991,202200,4
"DVD","pH-1","2xbzuYugf6q1OOgs7iGFcU",0.894,0.472,0,-7.805,1,0.0659,0.0942,0,0.104,0.53,100.007,240792,4
"Praha","SBGB","6xSW1UpgESRezqVScWzVRq",0.655,0.307,0,-7.767,1,0.0295,0.868,2.76e-06,0.0982,0.323,79.983,203258,4
"Shiny Light","Who R U?","0qpfmbAzsdXiKIQWokdSYB",0.762,0.241,2,-7.449,1,0.0339,0.833,0,0.0879,0.608,95.006,196453,4
"Serendipity","Albert Posis","34YIDi5yUDMhnBmSly0Thj",0.734,0.456,6,-6.89,1,0.0358,0.173,0,0.111,0.77,138.007,144588,3
"Dear. Caramel","LambC","6voRbFiuhCFi43nPvyUgNG",0.898,0.194,1,-8.522,0,0.0608,0.637,0.00341,0.108,0.659,112.074,245675,4
"Everlasting","Albert Posis","2kb3LGpIdib7c2npWf4Kp3",0.698,0.383,3,-9.548,1,0.0478,0.185,0,0.0659,0.62,85.036,229506,4
"More & More","Finding Hope","5oYMLJBYRv0I3D5GZEqODA",0.689,0.256,1,-10.572,1,0.0514,0.704,2.29e-06,0.051,0.547,82.936,211134,4
"You, again (Prod. Humbert)","So Soo Bin","5BhXBPf3kHOgArWYtXHQar",0.769,0.601,5,-5.398,1,0.0614,0.441,0.000145,0.121,0.442,83.976,229928,4
"Lullaby","Jukjae","6cmdeeOEeyZG9YaJ1WRhnJ",0.32,0.138,7,-12.424,1,0.0351,0.953,0.000542,0.104,0.313,167.108,199857,3
"Koh","92914","11nTAYWC46C6LGdJH1JlGG",0.797,0.45,7,-9.551,1,0.0439,0.787,0.00386,0.385,0.505,104.929,299429,4
"May","Zion.T","6Mnnb4HXLTUUUG1JT7jGql",0.722,0.364,7,-8.55,1,0.164,0.35,1.65e-05,0.122,0.33,90.109,196882,4
"Call You Mine (feat. Geologic Of The Blue Scholars)","Jeff Bernat","4m5HKGwULoA0SvhaXiDMPR",0.794,0.571,11,-6.436,0,0.0521,0.836,0.0174,0.0918,0.632,90.033,215125,4
"Leo (feat. BAEKHYUN)","BOL4","4F9qxQqmkFnBjIvrpiQ7jV",0.614,0.56,3,-4.709,1,0.0289,0.651,0,0.196,0.634,89.994,187987,4
"How's your night","J_ust","6ZlU1n8Hqh38ZU4NmzsDJ8",0.755,0.365,0,-7.461,0,0.0294,0.825,0,0.109,0.57,92.048,263453,4
"Still","Jeff Bernat","6sv7ZmasB6qSiF8hWJNpDG",0.485,0.315,4,-11.599,1,0.0946,0.581,0.000349,0.11,0.425,134.714,226927,4
"Cruel","Jeff Bernat","0Dw7uVJBAKCm6dfCoabJV9",0.704,0.379,9,-9.038,1,0.0816,0.699,0,0.112,0.465,78.91,224282,4
"Moonlight","92914","2sJnDCXBA2JW2cqN5qX0Mw",0.574,0.233,4,-11.209,1,0.0363,0.864,0.867,0.186,0.113,92.99,338064,4
"Keep Cold","Numcha","3IgTrdtmSqAWsFmXTEftOv",0.642,0.553,2,-6.602,1,0.0289,0.389,0.00131,0.141,0.407,82.953,236500,4
"right here","keshi","2Q3QRjA8MjzqpFaIkFludb",0.597,0.496,5,-9.441,1,0.077,0.0839,0,0.117,0.319,160.05,195093,4
"Flower","Johnny Stimson","7fIFq5maHJBEPay9eyQTkp",0.488,0.361,0,-7.682,0,0.209,0.135,0,0.0989,0.5,196.813,173231,3
"From: Me","NIve","68QN2gC2OjeRlTm2WFapev",0.68,0.669,9,-6.92,0,0.0418,0.275,2.2e-06,0.14,0.494,117.019,176294,3
"urs","NIKI","50oEtTUNlce4TuZXQoJzXW",0.72,0.415,0,-9.527,1,0.354,0.834,1.01e-06,0.0893,0.235,94.88,156501,4
"Day 1 ◑","HONNE","6ZzYETKetIfNUsZUb23jgG",0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555,233601,4
"better days","JAIE","4aFvaG8tPkPSafZdSungMh",0.679,0.0821,0,-17.194,1,0.11,0.907,0,0.0957,0.218,84.952,169588,4
"like i need u","keshi","7ivYWXqrPLs66YwakDuSim",0.748,0.465,5,-8.163,1,0.0869,0.399,0,0.294,0.412,119.872,182679,4
"I Love You 3000 II","88rising","3witRpHWHqArlnt6GTlH2Y",0.435,0.338,6,-9.109,1,0.066,0.853,0,0.412,0.354,179.727,209643,4
"lowkey","NIKI","5TTXEcfsYLh6fTarLaevTi",0.752,0.494,0,-8.18,1,0.0559,0.432,0,0.0869,0.227,117.901,171356,4
"2 soon","keshi","5SlU0Yhi51jobhEiGE4xDv",0.517,0.663,6,-6.688,0,0.0375,0.146,0,0.322,0.146,174.032,206512,4
"My Favourite Clothes","RINI","2ZwIO3ufWLFYxtEoam9ydu",0.746,0.339,2,-9.041,1,0.144,0.482,1.36e-05,0.0838,0.291,119.924,257000,4
"Angel 2 Me","McKay","3ljf15wc6yNaQnFJmPnyxj",0.636,0.522,3,-5.687,1,0.127,0.655,0,0.124,0.654,83.048,210163,4
"May I Ask","Luke Chiang","4pV3f1Nn5XtyA9x60rFan7",0.718,0.357,2,-8.843,1,0.0437,0.407,0,0.0897,0.347,146.006,230548,4
"Lemonade","Jeremy Passion","6Jt96y5MkmIH0b3B8t9IbX",0.519,0.198,8,-11.927,1,0.049,0.726,0,0.142,0.563,122.366,184085,4
"Oceane (feat. Olivia Escuyos)","RINI","07bqLhP7szsEFV78f09af9",0.475,0.244,0,-9.506,1,0.0374,0.714,0.000101,0.0578,0.203,113.84,348145,3
"Green Tea & Honey","Dane Amar","4s5LsmjqGgpwftaPqgONLC",0.845,0.241,2,-10.948,0,0.0395,0.513,0,0.0722,0.799,94.869,222316,4
"Day 1 ◑ - Brooklyn Session","HONNE","4Y4zS5KbeQFzERQGDXCTsd",0.393,0.213,1,-7.318,1,0.0319,0.824,0,0.304,0.268,84.869,281629,4
"Shouldn't Be","Luke Chiang","3wefloF3t1sFZx8YMFhqYB",0.651,0.291,4,-10.009,1,0.0326,0.738,0,0.115,0.302,124.898,210436,3
"less of you","keshi","3IqcBL5yjJK3ri0TGaL3MC",0.563,0.678,7,-5.885,1,0.0495,0.544,1.34e-06,0.117,0.568,169.963,206893,4
"Shouldn't Couldn't Wouldn't - Acoustic Version","NIKI","6tzaG5ceUaujYRR1pdTZcv",0.636,0.21,4,-7.438,1,0.0377,0.911,0,0.0837,0.25,76.379,162000,3
"i swear i'll never leave again","keshi","5byXSKd7QOHtVMOiptklBD",0.569,0.319,8,-12.85,1,0.0277,0.853,0.000151,0.128,0.32,79.997,173716,4
"because I don't wanna know","slchld","6QnP0BwnLxLdqQRoC970kd",0.462,0.393,2,-9.21,1,0.0558,0.68,5.79e-05,0.0685,0.338,85.431,160000,4
"my insecurities, not yours","slchld","4fSIHZ95sm8mDjnDtv9aYn",0.509,0.479,6,-6.504,1,0.0348,0.752,3.19e-06,0.114,0.162,139.741,242134,3
"twenty four hours","slchld","1KYIauXyEkaCiBE0xBWL2G",0.498,0.752,4,-6.604,0,0.0411,0.612,7.69e-05,0.398,0.222,128.985,203049,4
"Around","NIKI","6tv9CzrMUHQFrm9VHHO1hv",0.485,0.125,0,-16.486,1,0.0438,0.887,3.88e-06,0.108,0.153,130.234,183547,4
"Used to Me","Luke Chiang","3XRCW9Ty46AMuKEPFjAZom",0.776,0.508,5,-6.973,0,0.151,0.32,1.53e-05,0.329,0.692,100.048,179500,4
"Nothing","Bruno Major","2IAR0DziHCjSu16gR4ihvy",0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,162797,3
"Don't Wanna Fall In Love Again","Yayyoung","2TvoNGCKl59nRxoNchQN3Y",0.733,0.685,6,-5.465,1,0.0469,0.825,4.03e-06,0.166,0.309,84.941,217412,4
"Wrong About Forever","Jeff Bernat","6P2BlKa7uBwKV6KVsEBkmv",0.603,0.439,0,-8.995,1,0.118,0.537,0,0.191,0.257,64.003,198472,4
"35.mm","lost spaces","1JjEdM4PzGEUXxttBXsOW1",0.65,0.401,0,-9.271,1,0.143,0.42,3.11e-05,0.371,0.534,100.082,204032,4
"Between","CIKI","63eYNR1MOS2bvltGBtnFBo",0.776,0.481,1,-7.179,1,0.0413,0.398,3.49e-06,0.161,0.566,123.008,241955,4
"more","keshi","0D2bQ8QLRSLeyuvEhSuaDD",0.568,0.7,5,-5.159,1,0.0378,0.561,0,0.378,0.377,79.991,183543,4
"17","Pink Sweat$","034KyQEk7IhbLtniVhBErj",0.558,0.364,5,-8.663,1,0.0502,0.169,9.94e-05,0.109,0.252,129.17,160737,4
"I Wouldn't Know Any Better Than You","Gentle Bones","3K8tRD2Prik7FXbD8lZ6DC",0.708,0.485,2,-5.552,1,0.0699,0.21,0,0.104,0.281,139.99,151041,4
